seq_name,nu,UniProt_ID,N,Features,N_Domain,Descriptions,Other_Descriptions,fdomain,Short_Descriptions,Other_Short_Descriptions,All_Short
Q9UKV0_116_373,0.513,Q9UKV0,258,,0.0,,,0.0,,,
Q9UKV0_1_42,0.565,Q9UKV0,42,,0.0,,,0.0,,,
Q9UKV3_564_1009,0.437,Q9UKV3,446,,0.0,,,0.0,,,
Q9UKV3_118_563,0.54,Q9UKV3,446,,0.0,,,0.0,,,
Q9UKV3_1092_1215,0.513,Q9UKV3,124,,0.0,,,0.0,,,
Q9UKV3_1_67,0.521,Q9UKV3,67,,0.0,,,0.0,,,
Q9UKV5_491_643,0.519,Q9UKV5,153,,0.0,,,0.0,,,
Q9UKV5_377_457,0.529,Q9UKV5,81,,0.0,,,0.0,,,
Q9UKV5_1_70,0.53,Q9UKV5,70,,0.0,,,0.0,,,
Q9UKW4_558_603,0.565,Q9UKW4,46,Domain,11.0,SH3 1,,0.2391304347826087,SH3,,SH3
Q9UKW4_761_847,0.499,Q9UKW4,87,Domain,59.0,SH3 2,,0.6781609195402298,SH3,,SH3
Q9UKW4_147_186,0.614,Q9UKW4,40,,0.0,,,0.0,,,
Q9UKW6_1_62,0.522,Q9UKW6,62,,0.0,,,0.0,,,
Q9UKW6_123_176,0.532,Q9UKW6,54,,0.0,,,0.0,,,
Q9UKX2_1676_1941,0.544,Q9UKX2,266,,0.0,,,0.0,,,
Q9UKX2_616_660,0.564,Q9UKX2,45,Domain,44.0,Myosin motor,,0.9777777777777776,Myosin motor,,Myosin motor
Q9UKX2_964_1408,0.523,Q9UKX2,445,,0.0,,,0.0,,,
Q9UKX3_618_657,0.549,Q9UKX3,40,Domain,39.0,Myosin motor,,0.975,Myosin motor,,Myosin motor
Q9UKX3_1675_1938,0.544,Q9UKX3,264,,0.0,,,0.0,,,
Q9UKX3_960_1440,0.535,Q9UKX3,481,,0.0,,,0.0,,,
Q9UKX5_1145_1188,0.517,Q9UKX5,44,,0.0,,,0.0,,,
Q9UKX7_1_154,0.508,Q9UKX7,154,,0.0,,,0.0,,,
Q9UKX7_200_351,0.538,Q9UKX7,152,,0.0,,,0.0,,,
Q9UKY0_1_49,0.554,Q9UKY0,49,,0.0,,,0.0,,,
Q9UKY1_349_473,0.559,Q9UKY1,125,,0.0,,,0.0,,,
Q9UKY1_518_579,0.551,Q9UKY1,62,,0.0,,,0.0,,,
Q9UKY1_138_289,0.531,Q9UKY1,152,,0.0,,,0.0,,,
Q9UKY1_627_670,0.57,Q9UKY1,44,,0.0,,,0.0,,,
Q9UKY1_1_79,0.521,Q9UKY1,79,,0.0,,,0.0,,,
Q9UKY1_723_784,0.549,Q9UKY1,62,,0.0,,,0.0,,,
Q9UKY1_828_873,0.509,Q9UKY1,46,,0.0,,,0.0,,,
Q9UKY4_1_56,0.555,Q9UKY4,56,,0.0,,,0.0,,,
Q9UKY7_1_258,0.513,Q9UKY7,258,,0.0,,,0.0,,,
Q9UKZ1_1_68,0.555,Q9UKZ1,68,,0.0,,,0.0,,,
Q9UKZ4_672_773,0.549,Q9UKZ4,102,Domain,91.0,"EGF-like 5, EGF-like 6, EGF-like 7, EGF-like 8",,0.8921568627450981,EGF-like,,EGF-like
Q9UKZ4_461_498,0.556,Q9UKZ4,38,,0.0,,,0.0,,,
Q9UKZ4_1_401,0.492,Q9UKZ4,401,,0.0,,,0.0,,,
Q9UKZ9_266_306,0.571,Q9UKZ9,41,,0.0,,,0.0,,,
Q9UL01_771_958,0.465,Q9UL01,188,,0.0,,,0.0,,,
Q9UL03_475_810,0.464,Q9UL03,336,,0.0,,,0.0,,,
Q9UL12_1_60,0.546,Q9UL12,60,,0.0,,,0.0,,,
Q9UL16_296_416,0.521,Q9UL16,121,,0.0,,,0.0,,,
Q9UL16_1_91,0.536,Q9UL16,91,,0.0,,,0.0,,,
Q9UL17_1_123,0.534,Q9UL17,123,,0.0,,,0.0,,,
Q9UL17_327_535,0.502,Q9UL17,209,,0.0,,,0.0,,,
Q9UL18_812_857,0.562,Q9UL18,46,,0.0,,,0.0,,,
Q9UL19_120_164,0.57,Q9UL19,45,,0.0,,,0.0,,,
Q9UL25_193_225,0.54,Q9UL25,33,,0.0,,,0.0,,,
Q9UL36_1_198,0.516,Q9UL36,198,Zinc finger,110.0,"C2H2-type 1, C2H2-type 2, C2H2-type 3, C2H2-type 4, C2H2-type 5, Zinc finger",,0.5555555555555556,Zinc finger,,Zinc finger
Q9UL36_764_971,0.565,Q9UL36,208,,0.0,,,0.0,,,
Q9UL36_1793_1845,0.525,Q9UL36,53,,0.0,,,0.0,,,
Q9UL36_294_482,0.524,Q9UL36,189,Zinc finger,14.0,"C2H2-type 9, Zinc finger",,0.074074074074074,Zinc finger,,Zinc finger
Q9UL36_1266_1669,0.524,Q9UL36,404,Zinc finger,12.0,"C2H2-type 26, Zinc finger",,0.0297029702970297,Zinc finger,,Zinc finger
Q9UL36_1061_1151,0.529,Q9UL36,91,Zinc finger,12.0,"C2H2-type 21, Zinc finger",,0.1318681318681318,Zinc finger,,Zinc finger
Q9UL36_583_662,0.517,Q9UL36,80,,0.0,,,0.0,,,
Q9UL40_1_51,0.543,Q9UL40,51,,0.0,,,0.0,,,
Q9UL40_103_294,0.521,Q9UL40,192,Zinc finger,102.0,"Matrin-type 2, Matrin-type 3, Matrin-type 4, Zinc finger",,0.53125,Zinc finger,,Zinc finger
Q9UL41_113_155,0.56,Q9UL41,43,,0.0,,,0.0,,,
Q9UL41_338_463,0.503,Q9UL41,126,Zinc finger,17.0,"CCHC-type, Zinc finger",,0.1349206349206349,Zinc finger,,Zinc finger
Q9UL42_109_160,0.55,Q9UL42,52,,0.0,,,0.0,,,
Q9UL45_1_44,0.565,Q9UL45,44,,0.0,,,0.0,,,
Q9UL49_469_500,0.553,Q9UL49,32,,0.0,,,0.0,,,
Q9UL49_1_397,0.527,Q9UL49,397,,0.0,,,0.0,,,
Q9UL51_1_165,0.531,Q9UL51,165,,0.0,,,0.0,,,
Q9UL51_697_889,0.517,Q9UL51,193,,0.0,,,0.0,,,
Q9UL54_733_984,0.506,Q9UL54,252,,0.0,,,0.0,,,
Q9UL54_314_483,0.44,Q9UL54,170,,0.0,,,0.0,,,
Q9UL54_985_1235,0.498,Q9UL54,251,,0.0,,,0.0,,,
Q9UL58_260_517,0.488,Q9UL58,258,Zinc finger,88.0,"C2H2-type 1, C2H2-type 2, C2H2-type 3, C2H2-type 4, Zinc finger",,0.3410852713178294,Zinc finger,,Zinc finger
Q9UL58_1_259,0.501,Q9UL58,259,Domain,151.0,SCAN box,KRAB,0.583011583011583,SCAN box,KRAB,SCAN box & KRAB
Q9UL59_1_357,0.447,Q9UL59,357,Zinc finger,146.0,"C2H2-type 1; degenerate, C2H2-type 2, C2H2-type 3; degenerate, Zinc finger",KRAB,0.4089635854341736,Zinc finger,KRAB,Zinc finger & KRAB
Q9UL62_669_699,0.535,Q9UL62,31,,0.0,,,0.0,,,
Q9UL62_754_973,0.48,Q9UL62,220,,0.0,,,0.0,,,
Q9UL68_1_353,0.453,Q9UL68,353,Zinc finger,43.0,"CCHHC-type 1, Zinc finger",,0.121813031161473,Zinc finger,,Zinc finger
Q9UL68_354_705,0.529,Q9UL68,352,Zinc finger,86.0,"CCHHC-type 2, CCHHC-type 3, Zinc finger",,0.2443181818181818,Zinc finger,,Zinc finger
Q9UL68_706_1057,0.491,Q9UL68,352,Zinc finger,129.0,"CCHHC-type 4, CCHHC-type 5, CCHHC-type 6, Zinc finger",,0.3664772727272727,Zinc finger,,Zinc finger
Q9ULB1_1_34,0.51,Q9ULB1,34,,0.0,,,0.0,,,
Q9ULB1_198_285,0.571,Q9ULB1,88,Domain,58.0,"EGF-like 1, Laminin G-like 1",,0.6590909090909091,EGF-like & Laminin,,EGF-like & Laminin
Q9ULB1_1294_1477,0.519,Q9ULB1,184,,0.0,,,0.0,,,
Q9ULB4_1_66,0.498,Q9ULB4,66,Domain,12.0,Cadherin 1,,0.1818181818181818,Cadherin,,Cadherin
Q9ULB4_621_789,0.49,Q9ULB4,169,,0.0,,,0.0,,,
Q9ULB5_1_58,0.508,Q9ULB5,58,,0.0,,,0.0,,,
Q9ULB5_624_785,0.48,Q9ULB5,162,,0.0,,,0.0,,,
Q9ULC0_1_261,0.519,Q9ULC0,261,,0.0,,,0.0,,,
Q9ULC3_180_237,0.558,Q9ULC3,58,,0.0,,,0.0,,,
Q9ULC8_512_765,0.534,Q9ULC8,254,,0.0,,,0.0,,,
Q9ULC8_257_511,0.512,Q9ULC8,255,,0.0,,,0.0,,,
Q9ULD0_1_108,0.519,Q9ULD0,108,,0.0,,,0.0,,,
Q9ULD2_1219_1270,0.543,Q9ULD2,52,,0.0,,,0.0,,,
Q9ULD2_1_460,0.528,Q9ULD2,460,,0.0,,,0.0,,,
Q9ULD2_461_919,0.552,Q9ULD2,459,,0.0,,,0.0,,,
Q9ULD4_379_483,0.472,Q9ULD4,105,,0.0,,,0.0,,,
Q9ULD4_1_131,0.474,Q9ULD4,131,,0.0,,,0.0,,,
Q9ULD4_780_1078,0.505,Q9ULD4,299,,0.0,,,0.0,,,
Q9ULD5_260_638,0.412,Q9ULD5,379,Zinc finger,115.0,"C2H2-type 1, C2H2-type 2, Zinc finger",KRAB,0.3034300791556728,Zinc finger,KRAB,Zinc finger & KRAB
Q9ULD5_1_183,0.562,Q9ULD5,183,,0.0,,,0.0,,,
Q9ULD6_651_798,0.514,Q9ULD6,148,,0.0,,,0.0,,,
Q9ULD6_849_884,0.585,Q9ULD6,36,,0.0,,,0.0,,,
Q9ULD6_1_213,0.346,Q9ULD6,213,,0.0,,,0.0,,,
Q9ULD6_256_307,0.553,Q9ULD6,52,,0.0,,,0.0,,,
Q9ULD8_700_1083,0.516,Q9ULD8,384,,0.0,,,0.0,,,
Q9ULD8_405_445,0.527,Q9ULD8,41,,0.0,,,0.0,,,
Q9ULD8_130_216,0.572,Q9ULD8,87,,0.0,,,0.0,,,
Q9ULD9_411_552,0.522,Q9ULD9,142,,0.0,,,0.0,,,
Q9ULD9_580_1046,0.519,Q9ULD9,467,,0.0,,,0.0,,,
Q9ULD9_1047_1512,0.514,Q9ULD9,466,,0.0,,,0.0,,,
Q9ULD9_1_369,0.518,Q9ULD9,369,,0.0,,,0.0,,,
Q9ULE0_718_966,0.464,Q9ULE0,249,,0.0,,,0.0,,,
Q9ULE0_174_228,0.56,Q9ULE0,55,,0.0,,,0.0,,,
Q9ULE0_353_607,0.495,Q9ULE0,255,,0.0,,,0.0,,,
Q9ULE3_980_1009,0.561,Q9ULE3,30,,0.0,,,0.0,,,
Q9ULE3_284_566,0.498,Q9ULE3,283,,0.0,,,0.0,,,
Q9ULE3_1_283,0.527,Q9ULE3,283,,0.0,,,0.0,,,
Q9ULE4_757_808,0.545,Q9ULE4,52,,0.0,,,0.0,,,
Q9ULE4_504_588,0.554,Q9ULE4,85,,0.0,,,0.0,,,
Q9ULE4_161_197,0.578,Q9ULE4,37,,0.0,,,0.0,,,
Q9ULE4_934_1060,0.526,Q9ULE4,127,,0.0,,,0.0,,,
Q9ULE4_1_34,0.559,Q9ULE4,34,,0.0,,,0.0,,,
Q9ULE4_340_396,0.567,Q9ULE4,57,,0.0,,,0.0,,,
Q9ULE6_1_70,0.554,Q9ULE6,70,,0.0,,,0.0,,,
Q9ULF5_1_59,0.544,Q9ULF5,59,,0.0,,,0.0,,,
Q9ULF5_88_405,0.513,Q9ULF5,318,,0.0,,,0.0,,,
Q9ULF5_530_667,0.527,Q9ULF5,138,,0.0,,,0.0,,,
Q9ULF5_462_491,0.598,Q9ULF5,30,,0.0,,,0.0,,,
Q9ULG1_1244_1556,0.499,Q9ULG1,313,,0.0,,,0.0,,,
Q9ULG1_1_276,0.399,Q9ULG1,276,,0.0,,,0.0,,,
Q9ULG1_343_514,0.512,Q9ULG1,172,,0.0,,,0.0,,,
Q9ULG1_703_738,0.574,Q9ULG1,36,,0.0,,,0.0,,,
Q9ULG3_217_409,0.539,Q9ULG3,193,,0.0,,,0.0,,,
Q9ULG3_1_111,0.53,Q9ULG3,111,,0.0,,,0.0,,,
Q9ULG6_452_498,0.563,Q9ULG6,47,,0.0,,,0.0,,,
Q9ULG6_536_637,0.557,Q9ULG6,102,,0.0,,,0.0,,,
Q9ULG6_724_757,0.531,Q9ULG6,34,,0.0,,,0.0,,,
Q9ULG6_1_270,0.533,Q9ULG6,270,,0.0,,,0.0,,,
Q9ULH0_587_679,0.522,Q9ULH0,93,,0.0,,,0.0,,,
Q9ULH0_1061_1213,0.514,Q9ULH0,153,,0.0,,,0.0,,,
Q9ULH0_821_947,0.49,Q9ULH0,127,,0.0,,,0.0,,,
Q9ULH0_410_455,0.55,Q9ULH0,46,,0.0,,,0.0,,,
Q9ULH0_1273_1771,0.515,Q9ULH0,499,,0.0,,,0.0,,,
Q9ULH1_706_1073,0.53,Q9ULH1,368,,0.0,,,0.0,,,
Q9ULH1_294_324,0.579,Q9ULH1,31,,0.0,,,0.0,,,
Q9ULH4_378_432,0.556,Q9ULH4,55,Domain,11.0,Fibronectin type-III,,0.2,Fibronectin,,Fibronectin
Q9ULH4_509_789,0.518,Q9ULH4,281,,0.0,,,0.0,,,
Q9ULH7_592_1088,0.515,Q9ULH7,497,,0.0,,,0.0,,,
Q9ULH7_154_387,0.516,Q9ULH7,234,,0.0,,,0.0,,,
Q9ULH7_1_34,0.57,Q9ULH7,34,,0.0,,,0.0,,,
Q9ULH7_420_554,0.55,Q9ULH7,135,,0.0,,,0.0,,,
Q9ULI0_1079_1399,0.486,Q9ULI0,321,,0.0,,,0.0,,,
Q9ULI0_695_763,0.527,Q9ULI0,69,,0.0,,,0.0,,,
Q9ULI0_1_397,0.479,Q9ULI0,397,,0.0,,,0.0,,,
Q9ULI1_1643_1742,0.525,Q9ULI1,100,,0.0,,,0.0,,,
Q9ULI1_1_30,0.55,Q9ULI1,30,,0.0,,,0.0,,,
Q9ULI1_772_816,0.556,Q9ULI1,45,,0.0,,,0.0,,,
Q9ULI1_174_203,0.567,Q9ULI1,30,,0.0,,,0.0,,,
Q9ULI2_305_386,0.517,Q9ULI2,82,,0.0,,,0.0,,,
Q9ULI3_1_498,0.5,Q9ULI3,498,,0.0,,,0.0,,,
Q9ULI3_499_995,0.537,Q9ULI3,497,Domain,10.0,EGF-like 1,,0.0201207243460764,EGF-like,,EGF-like
Q9ULI3_1225_1381,0.479,Q9ULI3,157,,0.0,,,0.0,,,
Q9ULI4_723_1076,0.506,Q9ULI4,354,,0.0,,,0.0,,,
Q9ULI4_1_408,0.519,Q9ULI4,408,,0.0,,,0.0,,,
Q9ULI4_1430_1782,0.509,Q9ULI4,353,,0.0,,,0.0,,,
Q9ULI4_1077_1429,0.521,Q9ULI4,353,,0.0,,,0.0,,,
Q9ULJ1_339_385,0.543,Q9ULJ1,47,,0.0,,,0.0,,,
Q9ULJ1_1_125,0.546,Q9ULJ1,125,,0.0,,,0.0,,,
Q9ULJ3_118_552,0.534,Q9ULJ3,435,,0.0,,,0.0,,,
Q9ULJ3_952_1066,0.54,Q9ULJ3,115,Zinc finger,22.0,"C2H2-type 8, Zinc finger",,0.1913043478260869,Zinc finger,,Zinc finger
Q9ULJ3_595_919,0.432,Q9ULJ3,325,Zinc finger,77.0,"C2H2-type 3, C2H2-type 4; atypical, C2H2-type 5, C2H2-type 6; atypical, Zinc finger",,0.2369230769230769,Zinc finger,,Zinc finger
Q9ULJ6_109_566,0.502,Q9ULJ6,458,,0.0,,,0.0,,,
Q9ULJ6_844_1067,0.522,Q9ULJ6,224,,0.0,,,0.0,,,
Q9ULJ7_1_78,0.537,Q9ULJ7,78,,0.0,,,0.0,,,
Q9ULJ7_493_540,0.57,Q9ULJ7,48,,0.0,,,0.0,,,
Q9ULJ7_1099_1429,0.53,Q9ULJ7,331,,0.0,,,0.0,,,
Q9ULJ8_821_992,0.521,Q9ULJ8,172,,0.0,,,0.0,,,
Q9ULJ8_1_439,0.469,Q9ULJ8,439,,0.0,,,0.0,,,
Q9ULJ8_617_672,0.643,Q9ULJ8,56,,0.0,,,0.0,,,
Q9ULK0_857_1009,0.513,Q9ULK0,153,,0.0,,,0.0,,,
Q9ULK2_501_861,0.521,Q9ULK2,361,,0.0,,,0.0,,,
Q9ULK2_1_294,0.545,Q9ULK2,294,,0.0,,,0.0,,,
Q9ULK2_344_464,0.545,Q9ULK2,121,,0.0,,,0.0,,,
Q9ULK4_1_37,0.585,Q9ULK4,37,,0.0,,,0.0,,,
Q9ULK4_1328_1368,0.564,Q9ULK4,41,,0.0,,,0.0,,,
Q9ULK5_290_335,0.574,Q9ULK5,46,,0.0,,,0.0,,,
Q9ULK5_1_104,0.486,Q9ULK5,104,,0.0,,,0.0,,,
Q9ULK6_325_438,0.594,Q9ULK6,114,,0.0,,,0.0,,,
Q9ULL0_846_1267,0.526,Q9ULL0,422,,0.0,,,0.0,,,
Q9ULL0_1_423,0.493,Q9ULL0,423,,0.0,,,0.0,,,
Q9ULL0_424_845,0.505,Q9ULL0,422,,0.0,,,0.0,,,
Q9ULL0_1268_1689,0.532,Q9ULL0,422,,0.0,,,0.0,,,
Q9ULL1_906_1385,0.49,Q9ULL1,480,,0.0,,,0.0,,,
Q9ULL1_1_113,0.52,Q9ULL1,113,,0.0,,,0.0,,,
Q9ULL1_425_905,0.489,Q9ULL1,481,,0.0,,,0.0,,,
Q9ULL4_1050_1089,0.557,Q9ULL4,40,,0.0,,,0.0,,,
Q9ULL4_1615_1700,0.525,Q9ULL4,86,,0.0,,,0.0,,,
Q9ULL4_1235_1364,0.54,Q9ULL4,130,,0.0,,,0.0,,,
Q9ULL4_1_50,0.538,Q9ULL4,50,,0.0,,,0.0,,,
Q9ULL5_791_1185,0.46,Q9ULL5,395,,0.0,,,0.0,,,
Q9ULL5_1_395,0.499,Q9ULL5,395,,0.0,,,0.0,,,
Q9ULL5_1186_1580,0.53,Q9ULL5,395,,0.0,,,0.0,,,
Q9ULL5_396_790,0.512,Q9ULL5,395,,0.0,,,0.0,,,
Q9ULL5_1657_1844,0.53,Q9ULL5,188,,0.0,,,0.0,,,
Q9ULL8_1146_1302,0.528,Q9ULL8,157,,0.0,,,0.0,,,
Q9ULL8_771_1111,0.498,Q9ULL8,341,,0.0,,,0.0,,,
Q9ULL8_87_428,0.515,Q9ULL8,342,,0.0,,,0.0,,,
Q9ULL8_429_770,0.527,Q9ULL8,342,,0.0,,,0.0,,,
Q9ULM0_162_588,0.514,Q9ULM0,427,Domain,10.0,PH 1,,0.0234192037470726,PH,,PH
Q9ULM0_735_766,0.562,Q9ULM0,32,Domain,31.0,PH 2,,0.96875,PH,,PH
Q9ULM0_1321_1364,0.546,Q9ULM0,44,,0.0,,,0.0,,,
Q9ULM2_1_192,0.53,Q9ULM2,192,Zinc finger,97.0,"C2H2-type 1, Zinc finger",KRAB,0.5052083333333334,Zinc finger,KRAB,Zinc finger & KRAB
Q9ULM3_86_207,0.52,Q9ULM3,122,,0.0,,,0.0,,,
Q9ULM3_328_739,0.541,Q9ULM3,412,,0.0,,,0.0,,,
Q9ULM3_740_1150,0.525,Q9ULM3,411,,0.0,,,0.0,,,
Q9ULM3_1240_1324,0.577,Q9ULM3,85,,0.0,,,0.0,,,
Q9ULN7_359_635,0.459,Q9ULN7,277,,0.0,,,0.0,,,
Q9ULN7_82_358,0.389,Q9ULN7,277,,0.0,,,0.0,,,
Q9ULP0_290_352,0.515,Q9ULP0,63,,0.0,,,0.0,,,
Q9ULP9_443_493,0.55,Q9ULP9,51,,0.0,,,0.0,,,
Q9ULQ0_792_834,0.551,Q9ULQ0,43,,0.0,,,0.0,,,
Q9ULQ0_311_424,0.459,Q9ULQ0,114,,0.0,,,0.0,,,
Q9ULQ0_1_55,0.543,Q9ULQ0,55,,0.0,,,0.0,,,
Q9ULQ1_1_69,0.571,Q9ULQ1,69,,0.0,,,0.0,,,
Q9ULR0_203_248,0.617,Q9ULR0,46,,0.0,,,0.0,,,
Q9ULR3_193_228,0.552,Q9ULR3,36,,0.0,,,0.0,,,
Q9ULR3_105_141,0.547,Q9ULR3,37,,0.0,,,0.0,,,
Q9ULR3_1_38,0.551,Q9ULR3,38,,0.0,,,0.0,,,
Q9ULR5_80_123,0.577,Q9ULR5,44,,0.0,,,0.0,,,
Q9ULR5_1_32,0.575,Q9ULR5,32,,0.0,,,0.0,,,
Q9ULS5_144_285,0.544,Q9ULS5,142,,0.0,,,0.0,,,
Q9ULS5_1_63,0.507,Q9ULS5,63,,0.0,,,0.0,,,
Q9ULS6_124_156,0.575,Q9ULS6,33,,0.0,,,0.0,,,
Q9ULS6_422_477,0.546,Q9ULS6,56,,0.0,,,0.0,,,
Q9ULT0_1_65,0.53,Q9ULT0,65,,0.0,,,0.0,,,
Q9ULT0_630_704,0.525,Q9ULT0,75,,0.0,,,0.0,,,
Q9ULT6_635_936,0.515,Q9ULT6,302,,0.0,,,0.0,,,
Q9ULT6_333_634,0.488,Q9ULT6,302,,0.0,,,0.0,,,
Q9ULT6_1_58,0.576,Q9ULT6,58,,0.0,,,0.0,,,
Q9ULT6_261_296,0.559,Q9ULT6,36,,0.0,,,0.0,,,
Q9ULT8_2098_2131,0.568,Q9ULT8,34,,0.0,,,0.0,,,
Q9ULT8_235_281,0.574,Q9ULT8,47,,0.0,,,0.0,,,
Q9ULT8_800_834,0.545,Q9ULT8,35,,0.0,,,0.0,,,
Q9ULT8_329_376,0.556,Q9ULT8,48,,0.0,,,0.0,,,
Q9ULT8_1616_1901,0.509,Q9ULT8,286,,0.0,,,0.0,,,
Q9ULT8_476_519,0.583,Q9ULT8,44,,0.0,,,0.0,,,
Q9ULT8_2274_2344,0.541,Q9ULT8,71,,0.0,,,0.0,,,
Q9ULT8_1329_1615,0.524,Q9ULT8,287,,0.0,,,0.0,,,
Q9ULT8_1947_2037,0.559,Q9ULT8,91,,0.0,,,0.0,,,
Q9ULT8_624_657,0.614,Q9ULT8,34,,0.0,,,0.0,,,
Q9ULU4_1_89,0.512,Q9ULU4,89,,0.0,,,0.0,,,
Q9ULU4_389_658,0.532,Q9ULU4,270,,0.0,,,0.0,,,
Q9ULU4_659_927,0.527,Q9ULU4,269,,0.0,,,0.0,,,
Q9ULU4_1062_1186,0.534,Q9ULU4,125,,0.0,,,0.0,,,
Q9ULU8_627_665,0.573,Q9ULU8,39,,0.0,,,0.0,,,
Q9ULU8_1001_1065,0.561,Q9ULU8,65,,0.0,,,0.0,,,
Q9ULU8_1_105,0.561,Q9ULU8,105,,0.0,,,0.0,,,
Q9ULU8_352_396,0.544,Q9ULU8,45,Domain,16.0,C2,,0.3555555555555555,C2,,C2
Q9ULV0_1621_1659,0.535,Q9ULV0,39,,0.0,,,0.0,,,
Q9ULV0_583_637,0.543,Q9ULV0,55,Domain,54.0,Myosin motor,,0.9818181818181818,Myosin motor,,Myosin motor
Q9ULV0_1184_1474,0.523,Q9ULV0,291,,0.0,,,0.0,,,
Q9ULV0_893_1183,0.498,Q9ULV0,291,,0.0,,,0.0,,,
Q9ULV1_1_44,0.53,Q9ULV1,44,,0.0,,,0.0,,,
Q9ULV3_319_594,0.53,Q9ULV3,276,,0.0,,,0.0,,,
Q9ULV3_845_898,0.586,Q9ULV3,54,,0.0,,,0.0,,,
Q9ULV3_724_796,0.595,Q9ULV3,73,,0.0,,,0.0,,,
Q9ULV3_43_318,0.524,Q9ULV3,276,,0.0,,,0.0,,,
Q9ULV4_401_442,0.583,Q9ULV4,42,,0.0,,,0.0,,,
Q9ULV5_195_492,0.527,Q9ULV5,298,,0.0,,,0.0,,,
Q9ULV8_396_474,0.514,Q9ULV8,79,,0.0,,,0.0,,,
Q9ULW0_270_538,0.509,Q9ULW0,269,,0.0,,,0.0,,,
Q9ULW0_1_269,0.53,Q9ULW0,269,,0.0,,,0.0,,,
Q9ULW2_1_38,0.539,Q9ULW2,38,,0.0,,,0.0,,,
Q9ULW2_538_581,0.564,Q9ULW2,44,,0.0,,,0.0,,,
Q9ULW2_143_197,0.534,Q9ULW2,55,,0.0,,,0.0,,,
Q9ULW3_1_39,0.63,Q9ULW3,39,,0.0,,,0.0,,,
Q9ULW3_213_272,0.528,Q9ULW3,60,,0.0,,,0.0,,,
Q9ULW5_1_58,0.563,Q9ULW5,58,,0.0,,,0.0,,,
Q9ULW6_1_104,0.584,Q9ULW6,104,,0.0,,,0.0,,,
Q9ULW6_418_460,0.588,Q9ULW6,43,,0.0,,,0.0,,,
Q9ULW6_167_237,0.649,Q9ULW6,71,,0.0,,,0.0,,,
Q9ULX3_360_412,0.515,Q9ULX3,53,,0.0,,,0.0,,,
Q9ULX3_112_219,0.559,Q9ULX3,108,,0.0,,,0.0,,,
Q9ULX5_1_138,0.528,Q9ULX5,138,Zinc finger,41.0,"RING-type, Zinc finger",,0.2971014492753623,Zinc finger,,Zinc finger
Q9ULX5_358_430,0.527,Q9ULX5,73,,0.0,,,0.0,,,
Q9ULX5_548_631,0.571,Q9ULX5,84,,0.0,,,0.0,,,
Q9ULX5_188_226,0.534,Q9ULX5,39,,0.0,,,0.0,,,
Q9ULX6_1_371,0.473,Q9ULX6,371,,0.0,,,0.0,,,
Q9ULX6_544_646,0.597,Q9ULX6,103,,0.0,,,0.0,,,
Q9ULX9_134_164,0.57,Q9ULX9,31,,0.0,,,0.0,,,
Q9ULZ0_1_124,0.498,Q9ULZ0,124,,0.0,,,0.0,,,
Q9ULZ1_1_77,0.508,Q9ULZ1,77,,0.0,,,0.0,,,
Q9ULZ2_263_295,0.558,Q9ULZ2,33,,0.0,,,0.0,,,
Q9ULZ3_82_195,0.518,Q9ULZ3,114,,0.0,,,0.0,,,
Q9ULZ9_1_56,0.514,Q9ULZ9,56,,0.0,,,0.0,,,
Q9ULZ9_520_603,0.551,Q9ULZ9,84,,0.0,,,0.0,,,
Q9ULZ9_297_329,0.56,Q9ULZ9,33,,0.0,,,0.0,,,
Q9UM00_1_58,0.561,Q9UM00,58,,0.0,,,0.0,,,
Q9UM00_155_239,0.51,Q9UM00,85,,0.0,,,0.0,,,
Q9UM01_480_511,0.553,Q9UM01,32,,0.0,,,0.0,,,
Q9UM01_1_39,0.567,Q9UM01,39,,0.0,,,0.0,,,
Q9UM11_1_155,0.519,Q9UM11,155,,0.0,,,0.0,,,
Q9UM21_1_102,0.536,Q9UM21,102,,0.0,,,0.0,,,
Q9UM22_1_34,0.528,Q9UM22,34,,0.0,,,0.0,,,
Q9UM44_359_414,0.533,Q9UM44,56,,0.0,,,0.0,,,
Q9UM44_1_35,0.536,Q9UM44,35,,0.0,,,0.0,,,
Q9UM47_1629_1826,0.524,Q9UM47,198,,0.0,,,0.0,,,
Q9UM47_1554_1586,0.56,Q9UM47,33,,0.0,,,0.0,,,
Q9UM47_1_467,0.42,Q9UM47,467,Domain,410.0,"EGF-like 1, EGF-like 10; calcium-binding, EGF-like 11; calcium-binding, EGF-like 2, EGF-like 3, EGF-like 4; calcium-binding, EGF-like 5, EGF-like 6; calcium-binding, EGF-like 7, EGF-like 8; calcium-binding, EGF-like 9",,0.8779443254817987,EGF-like,,EGF-like
Q9UM47_2020_2321,0.51,Q9UM47,302,,0.0,,,0.0,,,
Q9UM47_468_933,0.522,Q9UM47,466,Domain,430.0,"EGF-like 12; calcium-binding, EGF-like 13; calcium-binding, EGF-like 14; calcium-binding, EGF-like 15; calcium-binding, EGF-like 16; calcium-binding, EGF-like 17; calcium-binding, EGF-like 18, EGF-like 19, EGF-like 20, EGF-like 21; calcium-binding, EGF-like 22; calcium-binding, EGF-like 23; calcium-binding",,0.9227467811158798,EGF-like,,EGF-like
